part_number,description
90304-TK4-A01,"Part Number: 90304-TK4-A01  
Name: NUT WHEEL (M14)  
Application: Honda Clarity, Crosstour, HR-V, Passport, Pilot (2010-2013)  
Condition: New  
Technical Specs: M14 thread size, genuine OEM quality, durable construction  
Fitment Details: Designed for specific Honda models, ensuring a secure fit for wheel applications  
Notable Features: Authentic Honda part, optimized for performance and longevity, facilitates proper wheel installation and safety.  

Stock Available: 3 units at $8.79 each."
90305-S3V-A11,"Part Number: 90305-S3V-A11  
Name: NUT SPINDLE  
Application: Honda Civic, Crosstour, Element, HR-V, Ridgeline (2016-2021)  
Condition: New  
Technical Specs: Genuine OEM part, precision-engineered for optimal fit and performance.  
Fitment Details: Direct replacement for specified models; ensures proper spindle assembly and functionality.  
Notable Features: High-quality manufacturing standards, corrosion-resistant finish for enhanced durability, and designed for secure fastening in suspension components. Ideal for maintaining vehicle integrity and performance."
90362-SZA-A00,"Part Number: 90362-SZA-A00  
Name: NUT FLANGE 12MM  
Application: Honda Civic, Fit (2018-2021)  
Condition: New  
Technical Specs: Flange nut, 12mm size, genuine OEM part  
Fitment Details: Designed specifically for Honda Civic and Fit models within the specified year range, ensuring proper fit and function.  
Notable Features: Maintains structural integrity under load, features a built-in flange for secure fastening and reduced risk of loosening, made from durable materials to withstand vehicle conditions."
90381-SV7-A01,"Part Number: 90381-SV7-A01  
Name: NUT WHEEL  
Application: Honda Crosstour (2011-2019)  
Condition: New  
Technical Specs: Genuine OEM component, M12 x 1.50 thread size, high-strength steel construction.  
Fitment Details: Specifically designed for securing wheel assemblies on Honda Crosstour models across the specified year range.  
Notable Features: Engineered to meet OEM standards for optimal fit and reliability, ensuring safe wheel attachment and stability during operation."
90442-P8A-A00,"Part Number: 90442-P8A-A00  
Name: WASHER HEAD COVER  
Application: Honda Clarity, Insight (2013)  
Condition: New  
Technical Specs: Genuine OEM part, designed for durability and precise fitment.  
Fitment Details: Specifically engineered for 2013 Honda Clarity and Insight models, ensuring compatibility with original engine specifications.  
Notable Features: Features enhanced sealing capability to prevent oil leaks and maintain engine performance, presented in original packaging for quality assurance. Quantity available: 23 units."
90471-59C-000,"Part Number: 90471-59C-000  
Name: PACKING 10MM  
Application: Honda Pilot, 2013-2019  
Condition: New  
Technical Specs: Diameter: 10mm, Genuine OEM part, Material: Rubber  
Fitment Details: Designed for direct replacement in Honda Pilot models, ensuring a precise fit and optimal performance.  
Notable Features: Offers superior sealing properties and durability, specifically engineered by Honda for safe and effective operation in various applications. Ideal for maintaining engine integrity and preventing leaks."
90471-PW7-A00,"Part Number: 90471-PW7-A00  
Name: PACKING 10MM  
Application: Honda Accord, Civic, Fit, HR-V, Ridgeline (2015-2023)  
Condition: New  
Technical Specs: Diameter: 10mm  
Fitment Details: Designed for various Honda models across the specified years, ensuring a proper seal and fitment in relevant assemblies.  
Notable Features: Genuine OEM part, manufactured to Honda's specifications for optimal performance and reliability. Ideal for maintaining factory standards in repairs and replacements."
90471-PX4-000,"Part Number: 90471-PX4-000  
Name: Washer Plug Drain  
Application: Honda S2000 (2018)  
Condition: New  
Technical Specs: OEM grade, durable construction, designed for optimal sealing and prevention of leakage.  
Fitment Details: Specifically engineered for the 2018 Honda S2000 to ensure proper fit and function.  
Notable Features: Genuine OEM part, ensuring compatibility and reliability with factory standards, packaged in original box for authenticity.  

This washer plug drain is essential for maintaining proper fluid levels and preventing contamination in your S2000."
90601-SMG-003,"Part Number: 90601-SMG-003  
Name: CLIP SNAP FIT  
Application: Honda Civic, Clarity, Passport (2019)  
Condition: New  
Technical Specs: Genuine OEM part, manufactured to exact specifications, plastic construction for durability, designed for secure fastening.  
Fitment Details: Fits specific models of Honda Civic, Clarity, and Passport from the 2019 model year, ensuring precision fitment.  
Notable Features: Snap-fit design allows for easy installation and removal, providing reliable component retention without additional fasteners."
90601-SNV-P01,"Part Number: 90601-SNV-P01  
Name: GROMMET SCREW M5  
Application: Honda Passport, 2010  
Condition: New  
Technical Specs: Made from durable materials, M5 screw size, OEM standard quality  
Fitment Details: Specifically designed for use in the Honda Passport model; ensures proper sealing and stability in assembly.  
Notable Features: Genuine OEM part, retains original packaging, guarantees perfect fit and performance in critical applications.   

Perfect for maintaining the integrity of your Honda Passport's components, this grommet screw provides reliability and durability."
90666-SDA-A01,"Part Number: 90666-SDA-A01  
Name: CLIP SNAP FIT(PO)  
Application: Honda CR-V, Civic, Fit, Ridgeline (2022-2023)  
Condition: New  
Technical Specs: OEM quality; Snap-fit design for secure attachment; Made from durable plastic material.  
Fitment Details: Compatible with specified Honda models; essential for securing trims and panels.  
Notable Features: Offers superior strength and flexibility; designed for easy installation and removal without damage to surrounding components."
90673-TY2-A01,"Part Number: 90673-TY2-A01  
Name: CLIP ENG UNDER CO  
Application: Honda Passport, 2022-2023  
Condition: New  
Technical Specs: OEM, durable plastic construction, engineered to secure engine components.  
Fitment Details: Specifically designed for 2022-2023 Honda Passport models to ensure proper support and alignment of undercarriage parts.  
Notable Features: Genuine Honda part, ensures high compatibility and reliability, includes original packaging for authenticity."
90674-TY2-A01,"Part Number: 90674-TY2-A01  
Name: PIN ENG UNDER COV  
Application: Honda Civic, Passport, Pilot (2021)  
Condition: New  
Technical Specs: Genuine OEM part, designed for effective engine cover retention, robust and durable construction, measures approximately 15mm in length.  
Fitment Details: Specifically engineered to fit the aforementioned Honda models produced in 2021.  
Notable Features: Original packaging ensures authenticity; steeply discounted for cost-effective repairs; easy installation for reliable performance."
90681-T6A-J00,"Part Number: 90681-T6A-J00  
Name: CIRCLIP IN 91 SPL  
Application: Honda Element, Fit, Insight, Odyssey (2013)  
Condition: New  
Technical Specs: Diameter: 12 mm; Thickness: 1.2 mm; Material: Steel  
Fitment Details: OEM fit for specified Honda models ensuring secure assembly of components.  
Notable Features: Genuine Honda part providing reliability, durability, and superior design for optimal performance in automotive applications."
90682-SEA-003,"Part Number: 90682-SEA-003  
Name: CLIP TAPPING SCRE  
Application: Honda CR-Z, Crosstour, Odyssey, S2000 (2012-2021)  
Condition: New  
Technical Specs: OEM part, durable construction, fits standard screw specifications.  
Fitment Details: Designed for use in various Honda models; ensure compatibility with specific assembly requirements.  
Notable Features: Genuine Honda OEM part, guarantees optimal fit and performance, ideal for securing components reliably.  

This clip is essential for maintaining the integrity of your vehicle's assembly, providing both durability and precision fit."
91205-P0X-005,"Part Number: 91205-P0X-005  
Name: OIL SEAL 40X56X9  
Application: Honda CR-V, Insight (2023)  
Condition: New  
Technical Specs: Dimensions: 40mm ID, 56mm OD, 9mm Width; Material: Rubber  
Fitment Details: Designed to fit the crankshaft or transmission to prevent oil leakage; compatible with Honda CR-V and Insight models produced in 2023.  
Notable Features: Genuine OEM part ensures perfect fit and reliable performance, maintaining engine integrity and preventing premature wear."
91205-PL3-B01,"Part Number: 91205-PL3-B01  
Name: OIL SEAL 40X56X8  
Application: Honda Accord, S2000 (2023)  
Condition: New  
Technical Specs: Dimensions - 40mm ID x 56mm OD x 8mm Width; Material - Nitrile rubber; Sealing Type - Lip Seal  
Fitment Details: Designed specifically for Honda models Accord and S2000, ensuring optimal fit and function in appropriate applications.  
Notable Features: Genuine OEM part offering superior durability and performance; prevents oil leaks, enhancing engine longevity and efficiency."
91206-PHR-003,"Part Number: 91206-PHR-003  
Name: OIL SEAL 35X58X8  
Application: Honda Insight, 2022-2023  
Condition: New  
Technical Specs: Outer Diameter: 35mm, Inner Diameter: 58mm, Thickness: 8mm  
Fitment Details: Designed to fit the oil seal groove for optimal sealing in Honda Insight engines.  
Notable Features: Genuine OEM part ensures perfect fit and durability, effectively prevents oil leaks while maintaining engine performance.  

This oil seal is essential for reliable operation and longevity of the vehicle's engine components."
91206-RCT-003,"Part Number: 91206-RCT-003  
Name: OIL SEAL  
Application: Honda Element (2018, 2019, 2020)  
Condition: New  
Technical Specs: Genuine OEM part, Manufactured from high-quality materials, Designed to prevent leaks and ensure optimal engine performance.  
Fitment Details: Specifically engineered for use in the Honda Element, providing a precise fit and reliable sealing.  
Notable Features: Enhanced durability against wear, temperature, and pressure, ensuring longevity and effective sealing in engine applications."
91207-5LJ-003,"Part Number: 91207-5LJ-003  
Name: OIL SEAL 50X76X6  
Application: Honda Pilot (2016-2019)  
Condition: New  
Technical Specs: Dimensions: 50mm ID x 76mm OD x 6mm width; Material: Rubber; Type: Rotary Shaft Seal  
Fitment Details: Designed for the crankshaft and transmission assembly in Honda Pilot models listed.  
Notable Features: Genuine OEM part ensures perfect fit and durability; effective sealing to prevent oil leakage, maintaining optimal engine performance."
